title,answer
Runtime heap size set in Eclipse,java lang Runtime totalMemory
What is the value of letting an exception move up the call stack?,java lang Integer parseInt
Why can't Thread.interrupt() interrupt a thread trying to acquire lock,java lang Object wait
How to check validity of Date String?,java time LocalDate parse
How to append text to file in Java 8 using specified Charset,java nio file Files write
Task execution with ExecutorService: Can I submit task within another task?,java util concurrent ThreadPoolExecutor setRejectedExecutionHandler
Is there any way I can print String array without using for loop?,java util Arrays toString
How would I go about implementing platform-agnostic file crawling on the Java 8 Files API?,java nio file Files walkFileTree
Getting A NumberFormat Exception in BlackBerry,java lang Character isDigit
Measuring time of different sort methods,java lang System currentTimeMillis
Faster way to split a string in java then add to an ArrayList,java util regex Pattern split
Is it necessary to close connection and statement when method terminates?,java lang System exit
Why do == and .equals both not work with byte arrays in Java?,java util Arrays equals
Read/convert an InputStream to a String,java io InputStream transferTo
how to remove brackets character in string (java),java lang String replace
how to change color in HSB color system,java awt Color getHSBColor
Shuffle List with fixed Random does not return the same result,java util Collections shuffle
How do you decide what byte[] size to use for InputStream.read()?,java io InputStream available
Can java.awt.Component.getBounds() be null?,java awt Component getBounds
get time without time zone in Java,java time Instant now
What's the equivalent 'nth_element' function in Java?,java util Collections sort
Generate an array of random integers with non-uniform distribution,java util TreeMap ceilingKey
Java game loop (painting) freezes my window,java awt Component getTreeLock
BufferedReader/BufferedWriter Output line by line,java io BufferedReader read
Sort a data structure in Java,java util Collections sort
Incrementing an Integer variable doesn't affect another referencing the same object,java lang Integer valueOf
Large static map in program memory Java,java util Collections unmodifiableMap
Java - what is the best way to check if a STRING contains only certain characters?,java util regex Pattern matches
Collections.synchronizedMap(Map m) over Hashtable,java util concurrent ConcurrentHashMap putIfAbsent
Generate random number between 0000 and 9999,java lang String format
Why is my JTable always reported as empty using VoiceOver on OS X?,javax accessibility AccessibleRole ROW
Disable TreeItem's default expand/collapse on double click (JavaFX 8),javafx scene control TreeView setCellFactory
How do I generate an (almost) unique hash ID for objects?,java security MessageDigest getInstance
Efficient ways to compress/serialize/manipulate large amount of data,java lang Float floatToRawIntBits
Double with specific format and two decimals,java lang String format
Efficient way to Find most similar List<String>,java util Collections binarySearch
"(""kg""==""kg"") returns false. How Do I tell java, that this comparison returns true?",java lang String compareTo
How to mark empty in a single element in a float array,java lang Float NaN
Error converting java map to ArrayList,java nio file Files write
Changing the colour of text in drawstring(),java awt Graphics setColor
Duplicate and Randomize the position of items within a list,java util Collections shuffle
How to implement an ExecutorService to execute batches of tasks,java util concurrent ExecutorService awaitTermination
Java - downcast in clone,java lang Object clone
JAXB Ignore 'extra' elements from Response XML,javax xml bind JAXB unmarshal
Choosing an object randomly from a List in java,java util Collections shuffle
Java display length of int containing leading zeros,java lang Integer parseInt
Set vs List when need both unique elements and access by index,java util Set toArray
java miliseconds find closest to current time,java util Arrays sort
How to update a value in a map if it exists else insert it,java util HashMap put
Luhn checksum validation in Java,java lang Integer toString
How to print multiple line input using PrintWriter to be saved on text file? Code inside,java lang System getProperty
Questions every good Java/Java EE Developer should be able to answer?,java lang Object equals
Replacing only the first space in a string,java util regex Matcher replaceFirst
"Why does char concatenation returns ""int"" sum?",java lang Character toString
Help understanding java algorithm using arraycopy to remove duplicate elements,java lang System arraycopy
Refresh JTable using Vectors strings,javax swing table DefaultTableModel setDataVector
What method to use for escaping all escapable characters,java sql PreparedStatement executeQuery
Initialization in paintComponent doesn't work,java awt Window pack
Load library from MemoryClassLoader?,java lang System loadLibrary
What is the responsibility of (.*) in the Java String?,java util regex Matcher find
Why adding throws InterruptedException creates compilation error for implementation of Runnable,java lang Runnable run
More elegant way to repeat and join a known string an unknown number of times,java util stream IntStream range
Implementing drag-and-drop from one JPanel to another,javax swing JComponent setTransferHandler
How to check if the package exists from inside the annotation processor (in compile-time)?,javax lang model util Elements getPackageElement
Does stream.close closes any enclosing streams,java util zip ZipOutputStream finish
